nationality,age,dayssincecreation,averageleadtime,lodgingrevenue,otherrevenue,bookingscanceled,bookingsnoshowed,bookingscheckedin,personsnights,roomnights,dayssincelaststay,dayssincefirststay,distributionchannel,marketsegment,srhighfloor,srlowfloor,sraccessibleroom,srmediumfloor,srbathtub,srshower,srcrib,srkingsizebed,srtwinbed,srnearelevator,srawayfromelevator,srnoalcoholinminibar,srquietroom,total_revenue,total_bookings,revenue_per_night
USA,58,585,31,409.2,29.0,0,0,1,3,3,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,438.2,1,136.4
CHE,27,585,115,350.0,73.0,0,0,1,10,5,590,590,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,423.0,1,70.0
FRA,71,585,115,369.0,84.0,0,0,1,6,3,588,588,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,453.0,1,123.0
IRL,37,585,15,504.0,202.5,0,0,1,6,3,585,585,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0,706.5,1,168.0
PRT,41,585,7,154.5,14.0,0,0,1,2,1,586,586,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,168.5,1,154.5
PRT,28,585,1,160.0,1.0,0,0,1,1,1,586,586,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,161.0,1,160.0
ISR,57,585,23,351.6,42.0,0,0,1,6,3,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,393.6,1,117.2
CHE,31,585,21,582.0,79.0,0,0,1,8,4,589,589,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,661.0,1,145.5
DEU,54,585,26,712.0,67.0,0,0,1,8,4,589,589,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,779.0,1,178.0
ESP,47,585,10,551.2,69.8,0,0,1,3,3,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,621.0,1,183.73333333333335
CHE,56,585,1,164.0,7.0,0,0,1,1,1,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,171.0,1,164.0
USA,79,585,90,477.0,46.0,0,0,1,8,4,589,589,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,523.0,1,119.25
DEU,38,584,24,580.0,8.0,0,0,1,8,4,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,588.0,1,145.0
ARG,55,584,14,303.0,17.0,0,0,1,2,2,586,586,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,320.0,1,151.5
CAN,28,584,15,128.0,11.0,0,0,1,2,1,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,139.0,1,128.0
LBN,49,584,13,164.0,7.0,0,0,1,1,1,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,171.0,1,164.0
DEU,49,584,225,329.88,8.0,0,0,1,8,4,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,337.88,1,82.47
DEU,46,584,97,618.6,331.7,0,0,1,12,4,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1,950.3,1,154.65
ESP,62,584,60,434.4,144.6,0,0,1,6,3,587,587,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,579.0,1,144.79999999999998
DEU,74,584,208,132.8,130.5,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,263.3,1,66.4
IRL,67,584,170,288.0,42.0,0,0,1,6,3,587,587,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,330.0,1,96.0
GBR,62,584,22,506.0,51.0,0,0,1,4,2,586,586,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,557.0,1,253.0
DEU,84,584,208,135.0,64.0,0,0,1,2,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0,1,67.5
DEU,48,584,208,135.0,62.0,0,0,1,2,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,197.0,1,67.5
DEU,77,584,208,135.0,60.0,0,0,1,2,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,1,67.5
PRT,45,584,14,578.0,92.5,0,0,2,8,4,548,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,670.5,2,144.5
DEU,78,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
AUT,76,584,281,293.4,105.0,0,0,1,6,3,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1,398.4,1,97.8
DEU,73,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,66,584,208,132.8,122.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,1,66.4
DEU,79,584,208,135.0,80.0,0,0,1,2,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,215.0,1,67.5
DEU,77,584,208,132.8,120.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,252.8,1,66.4
DEU,78,584,208,132.8,146.5,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,279.3,1,66.4
DEU,80,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,78,584,208,135.0,81.0,0,0,1,2,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,216.0,1,67.5
DEU,71,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,81,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,69,584,208,132.8,160.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,292.8,1,66.4
DEU,84,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,77,584,208,132.8,172.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,304.8,1,66.4
DEU,58,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,75,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,76,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,47,584,208,132.8,145.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,277.8,1,66.4
DEU,67,584,208,132.8,134.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,266.8,1,66.4
DEU,74,584,208,135.0,60.0,0,0,1,2,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,1,67.5
FRA,47,584,200,253.2,28.0,0,0,1,4,2,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,281.2,1,126.6
CAN,27,584,10,160.0,2.0,0,0,1,2,1,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,162.0,1,160.0
DEU,87,584,208,132.8,125.5,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,258.3,1,66.4
DEU,71,584,208,132.8,120.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,252.8,1,66.4
DEU,74,584,208,132.8,139.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,271.8,1,66.4
FRA,47,584,200,253.2,28.0,0,0,1,4,2,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,281.2,1,126.6
DEU,58,584,208,135.0,64.0,0,0,1,2,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0,1,67.5
DEU,52,584,208,132.8,137.5,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,270.3,1,66.4
DEU,79,584,208,132.8,120.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,252.8,1,66.4
DEU,68,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,54,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
FRA,54,584,212,339.3,42.0,0,0,1,6,3,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,381.3,1,113.10000000000001
ESP,55,584,10,316.0,95.0,0,0,1,4,2,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,411.0,1,158.0
DEU,65,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
FRA,68,584,7,548.4,182.1,0,0,1,6,3,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,730.5,1,182.79999999999998
FRA,53,584,33,584.0,56.0,0,0,1,8,4,588,588,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,640.0,1,146.0
PRT,45,584,0,148.0,14.0,0,0,1,2,1,585,585,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,1,148.0
DEU,70,584,10,0.0,27.5,0,0,1,2,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,1,0.0
DEU,88,584,208,135.0,64.0,0,0,1,2,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0,1,67.5
DEU,50,584,124,684.0,86.5,0,0,1,12,6,590,590,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,770.5,1,114.0
BRA,57,584,68,528.0,208.0,0,0,1,8,4,588,588,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,736.0,1,132.0
CHE,46,584,10,321.3,46.0,0,0,1,6,3,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,367.3,1,107.10000000000001
GBR,38,584,63,232.8,21.5,0,0,1,2,2,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,254.3,1,116.4
DEU,35,584,50,712.0,92.0,0,0,1,8,4,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,804.0,1,178.0
NLD,32,584,126,624.0,70.0,0,0,1,10,5,589,589,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,694.0,1,124.8
FRA,59,584,46,712.0,56.0,0,0,1,8,4,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,768.0,1,178.0
DEU,68,584,208,132.8,136.5,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,269.3,1,66.4
PRT,45,584,19,166.0,38.0,0,0,1,4,2,586,586,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0,204.0,1,83.0
GBR,61,584,174,201.0,102.0,0,0,1,6,3,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,303.0,1,67.0
AUS,55,584,30,166.0,21.0,0,0,1,3,1,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,187.0,1,166.0
DEU,60,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,70,584,208,132.8,133.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,265.8,1,66.4
FRA,56,584,93,315.0,86.7,0,0,1,6,3,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,401.7,1,105.0
RUS,56,584,9,1363.6,176.0,0,0,1,21,7,591,591,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1539.6,1,194.79999999999998
DEU,76,584,208,132.8,180.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,312.8,1,66.4
FRA,54,584,0,636.0,56.0,0,0,1,8,4,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,692.0,1,159.0
USA,64,584,28,320.0,15.5,0,0,1,4,2,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,335.5,1,160.0
DEU,59,584,208,132.8,160.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,292.8,1,66.4
DEU,66,584,208,132.8,128.0,0,0,1,4,2,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,260.8,1,66.4
DEU,47,584,72,499.2,72.0,0,0,1,8,4,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,571.2,1,124.8
BRA,68,584,68,528.0,110.5,0,0,1,8,4,588,588,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,638.5,1,132.0
GBR,39,584,174,338.4,49.0,0,0,1,2,2,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,387.4,1,169.2
CAN,58,583,305,248.4,42.0,0,0,1,6,2,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,1,124.2
CAN,86,583,305,248.4,42.0,0,0,1,6,2,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,1,124.2
USA,33,583,112,126.0,11.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,1,126.0
USA,56,583,112,126.0,2.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,1,126.0
USA,59,583,112,126.0,2.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,1,126.0
CHE,46,583,16,902.24,123.49,0,0,1,16,4,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1025.73,1,225.56
IDN,44,583,12,320.0,4.0,0,0,1,4,2,585,585,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,1,324.0,1,160.0
CAN,44,583,133,108.0,30.3,0,0,1,2,1,584,584,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,138.3,1,108.0
FRA,53,583,13,320.0,21.0,0,0,1,4,2,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,341.0,1,160.0
DEU,75,583,59,124.0,14.0,0,0,1,2,1,584,584,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0,1,124.0
BEL,32,583,226,321.3,81.0,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,402.3,1,107.10000000000001
BEL,58,583,228,428.4,76.0,0,0,1,8,4,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1,504.4,1,107.1
BRA,48,583,23,128.0,11.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0,1,128.0
GBR,31,583,353,891.0,18.0,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,909.0,1,297.0
PRT,49,583,51,138.0,7.0,0,0,1,1,1,584,584,Corporate,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,1,138.0
USA,44,583,13,160.0,2.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,162.0,1,160.0
BRA,54,583,11,960.0,192.0,0,0,1,4,2,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1152.0,1,480.0
PRT,80,583,11,960.0,11.0,0,0,1,2,2,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,971.0,1,480.0
ISR,69,583,30,160.0,2.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,162.0,1,160.0
ISR,68,583,30,160.0,2.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,162.0,1,160.0
TUR,39,583,12,460.0,92.0,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,552.0,1,153.33333333333334
PRT,45,583,22,0.0,0.0,0,0,1,2,1,584,584,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0.0
AUT,48,583,137,510.0,67.5,0,0,1,8,4,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,577.5,1,127.5
PRT,45,583,24,158.0,31.0,0,0,1,2,1,584,584,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,189.0,1,158.0
FRA,59,583,227,339.3,42.0,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,381.3,1,113.10000000000001
PRT,50,583,0,118.08,10.5,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,128.57999999999998,1,118.08
FRA,60,583,151,676.0,91.5,0,0,1,12,4,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,767.5,1,169.0
PRT,50,583,19,145.0,18.0,0,0,1,3,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,163.0,1,145.0
BEL,63,583,341,333.9,65.5,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,399.4,1,111.3
FRA,31,583,11,320.0,4.0,0,0,1,4,2,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,324.0,1,160.0
FRA,46,583,232,430.5,70.0,0,0,1,9,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,500.5,1,143.5
DEU,49,583,102,477.0,74.0,0,0,1,8,4,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,551.0,1,119.25
NLD,31,583,23,105.0,14.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,119.0,1,105.0
JPN,38,583,14,336.0,28.0,0,0,1,4,2,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,364.0,1,168.0
FRA,67,583,108,828.0,166.5,0,0,1,15,5,588,588,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,994.5,1,165.6
FRA,33,583,151,676.0,114.0,0,0,1,4,4,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,1,1,0,0,0,0,1,790.0,1,169.0
FRA,58,583,151,600.0,59.0,0,0,1,8,4,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,1,1,0,0,0,0,1,659.0,1,150.0
FRA,47,583,146,558.0,77.0,0,0,1,9,3,586,586,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,635.0,1,186.0
FRA,76,583,146,1471.5,162.0,0,0,1,9,3,586,586,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,1633.5,1,490.5
VEN,55,583,112,126.0,2.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,1,126.0
BEL,53,583,139,382.5,47.5,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,430.0,1,127.5
BEL,52,583,139,288.0,108.0,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,396.0,1,96.0
ITA,53,583,289,333.9,42.0,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,375.9,1,111.3
ITA,21,583,289,333.9,93.0,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,426.9,1,111.3
BEL,50,583,139,324.0,240.5,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,564.5,1,108.0
GBR,53,583,12,297.0,6.0,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,303.0,1,99.0
FRA,42,583,146,1765.5,252.0,0,0,1,12,3,586,586,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,2017.5,1,588.5
IRL,27,583,353,297.0,46.0,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,343.0,1,99.0
DEU,76,583,208,202.5,74.0,0,0,1,3,3,586,586,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,0,0,0,0,0,276.5,1,67.5
FRA,47,583,68,648.0,69.0,0,0,1,9,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,717.0,1,216.0
FIN,39,583,89,528.0,56.0,0,0,1,8,4,587,587,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,584.0,1,132.0
CHE,61,583,186,397.1,42.0,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,439.1,1,132.36666666666667
ITA,32,583,3,128.0,55.8,0,0,1,1,1,584,584,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,183.8,1,128.0
GBR,60,583,98,126.0,65.5,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1,191.5,1,126.0
GBR,66,583,98,126.0,22.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,148.0,1,126.0
CHE,48,583,16,160.0,78.5,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,238.5,1,160.0
AUT,53,583,142,342.0,56.5,0,0,1,6,3,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,398.5,1,114.0
GBR,55,583,22,212.0,21.0,0,0,1,3,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,233.0,1,212.0
USA,31,583,1,106.28,2.0,0,0,1,2,1,584,584,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,108.28,1,106.28
FRA,36,582,174,342.0,158.0,0,0,1,6,3,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,500.0,1,114.0
FRA,42,582,146,558.0,76.0,0,0,1,12,3,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,634.0,1,186.0
CHE,46,582,35,945.0,74.5,0,0,1,15,3,585,585,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,1019.5,1,315.0
FRA,46,582,137,382.5,147.0,0,0,1,6,3,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,529.5,1,127.5
CAN,63,582,116,126.0,2.0,0,0,1,2,1,583,583,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,1,126.0
BEL,51,582,240,379.8,42.0,0,0,1,6,3,585,585,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1,421.8,1,126.60000000000001
SWE,39,582,147,750.0,70.0,0,0,1,10,5,587,587,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,820.0,1,150.0
BEL,45,582,187,507.3,59.0,0,0,1,12,4,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,566.3,1,126.825
DEU,53,582,213,452.4,56.0,0,0,1,8,4,586,586,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,508.4,1,113.1
ECU,39,582,14,951.0,98.0,0,0,1,9,3,585,585,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.0,1,317.0
